X,Class1,Class2
0.455879,0.0824056,
0.634378,1.13455,
-0.359567,-0.908614,
1.72751,1.28213,
1.52401,0.537261,
2.34331,-0.316717,
2.68465,-0.461033,
2.5181,2.02058,
2.3607,-0.609098,
1.6948,0.282339,
1.38845,1.323,
-0.0917718,-0.577846,
0.618726,0.860501,
1.78666,1.85868,
0.309221,-0.425157,
0.677046,0.935623,
2.16143,0.059121,
0.690006,2.41657,
0.968969,0.229692,
-0.251955,2.71521,
0.618273,-0.167728,
-0.136495,-0.995449,
0.928822,2.00321,
0.0460302,0.839139,
0.270852,0.486742,
1.62705,1.58212,
-0.0291272,2.14577,
2.7433,0.18874,
0.00865597,0.45725,
0.529299,0.45523,
1.01904,1.09128,
0.601576,0.412768,
0.410936,0.544784,
0.737335,1.46747,
1.5651,2.68963,
-0.583478,2.32791,
1.10492,2.57468,
1.89357,1.13745,
1.37935,1.30399,
1.80937,1.715,
-1.18552,-1.05814,
0.246469,1.13125,
2.12069,2.35188,
0.990586,-1.24388,
-0.109794,0.302775,
-0.37312,1.29165,
0.752015,2.82669,
1.67472,2.99006,
3.5716,0.634005,
-0.457661,-1.12502,
2.50074,0.455077,
1.43256,1.05319,
1.45015,-0.626324,
1.32424,0.0250456,
-2.10375,1.86474,
1.19243,1.80311,
1.21977,0.57107,
0.572092,0.927215,
0.2367,1.72088,
0.858514,0.250818,
-0.261004,0.473298,
1.97551,0.872066,
0.676462,0.132545,
0.350842,0.518623,
1.35264,2.3332,
1.90495,1.79651,
0.909621,3.22099,
0.577076,0.957767,
1.93101,1.05799,
1.19215,1.56638,
0.499265,2.46699,
0.0553074,0.242553,
-0.260572,1.85454,
1.11364,0.270911,
1.30984,0.572498,
0.179778,0.609692,
-0.0756471,1.14616,
-0.210465,-0.0957905,
1.32725,-0.043856,
1.83141,0.369187,
-0.874105,0.184435,
-0.556395,1.58591,
1.56983,0.872986,
0.234851,0.98158,
1.22184,1.34477,
0.62145,0.163798,
1.2667,0.986968,
-1.70664,0.957091,
1.96336,1.0855,
-0.356392,2.49877,
0.638682,1.50722,
1.85846,0.182239,
0.642259,1.09258,
-0.172638,1.18902,
0.782475,2.28625,
0.962506,0.596124,
2.07608,0.77601,
2.80984,1.6992,
1.82524,1.14305,
0.451755,1.19445,
-0.466979,0.89818,
-0.852959,0.583567,
-0.0574805,-1.69967,
2.58582,2.23908,
0.15887,1.75064,
2.42952,2.3035,
0.903227,3.00889,
-1.13469,0.459968,
0.13407,0.275548,
0.449326,1.59551,
2.20001,1.10271,
0.0690963,2.4242,
-0.277053,-0.554644,
1.25046,1.5385,
1.75521,0.188749,
1.37316,-0.105446,
-0.588832,0.885776,
2.51102,-0.241715,
0.445513,2.17955,
3.05353,-1.18794,
1.7098,0.905055,
2.35015,2.6257,
-0.20708,3.43345,
1.50396,2.62179,
1.64154,-1.38897,
1.83674,-0.0402168,
0.967423,2.6945,
0.213306,0.000926495,
0.713836,0.835835,
1.19921,2.03983,
1.3121,2.06583,
1.14422,0.283262,
0.353131,0.185801,
1.43611,-0.345659,
0.401051,-0.344241,
0.250863,0.976793,
3.93084,0.801377,
2.66498,0.411429,
0.332367,0.0249324,
0.0630918,0.112479,
0.976755,1.3675,
1.28111,0.958754,
2.87547,0.750893,
0.618297,1.69204,
2.04499,1.28746,
0.16418,0.154038,
-0.327422,1.60422,
0.942866,0.557511,
1.72415,1.27336,
-0.281452,1.43418,
1.65096,0.440562,
0.623807,2.33966,
1.82739,0.217393,
-0.431838,0.183652,
0.419419,0.171354,
1.06348,2.27266,
1.33968,0.881691,
1.15903,0.107475,
1.84153,0.296062,
-2.23273,1.29871,
1.48453,1.88661,
0.160982,0.158284,
0.0923457,2.73751,
0.803062,1.1841,
1.17277,0.905539,
1.05481,1.89465,
0.772873,0.184636,
2.26699,0.67229,
1.57206,2.20175,
2.19438,0.93847,
-0.350793,1.26811,
2.4199,0.685586,
0.532149,2.39245,
-0.584543,0.775018,
0.621117,1.05491,
0.718093,0.210006,
1.1557,0.245005,
1.99876,2.40081,
0.114477,0.888788,
1.70607,2.24281,
0.842771,0.274524,
-0.722007,1.63994,
0.0946459,1.51153,
1.80039,0.233363,
0.981092,0.950559,
1.14043,-0.880404,
-0.475218,0.517393,
0.955463,2.32042,
2.00224,1.38289,
1.1114,0.831476,
0.831835,3.35988,
1.43286,0.0429718,
0.905681,1.78836,
0.354391,-0.13683,
3.03202,-0.101923,
0.63374,-1.44455,
0.903507,-0.427323,
2.49852,0.89638,
2.13581,2.3244,
-1.19566,1.57125,
0.618756,1.98166,
2.28404,1.71619,
1.64981,1.47649,
0.355593,1.80571,
0.787145,0.169799,
-0.359473,-0.182568,
1.09627,1.19804,
1.20472,1.92648,
1.24668,1.71563,
1.38631,0.750794,
3.04671,-0.0827078,
1.40145,0.0504487,
0.850256,1.08409,
0.067549,0.142815,
2.09834,-0.0528756,
1.74644,1.72931,
1.05615,1.99637,
0.880965,1.5509,
2.46522,0.308663,
1.5075,0.846499,
1.36463,-0.351029,
0.449584,1.84088,
0.588075,1.76312,
2.24943,0.649402,
2.34432,0.668735,
-1.112,0.80173,
1.13028,2.03258,
-1.38039,0.652019,
-0.430355,0.103682,
0.789772,1.19083,
0.412475,1.70503,
1.16996,3.74348,
0.80133,1.17607,
2.87793,1.18747,
1.16201,-0.880449,
1.83021,2.90218,
0.863246,2.8977,
1.04786,-0.250375,
0.142867,0.33868,
3.26158,0.0939582,
0.367491,0.584303,
-1.05604,0.365701,
2.26522,0.243265,
2.06949,1.6925,
-0.356117,0.260341,
2.00829,0.49821,
1.13367,1.53422,
2.31044,0.779394,
1.68135,1.73657,
-0.14333,1.9461,
0.985897,0.609091,
0.684947,-0.00858259,
0.445144,-1.43788,
0.565161,1.52745,
2.42712,1.37385,
0.374484,1.78343,
-0.663033,0.824949,
2.47309,-0.524489,
1.49765,0.521736,
-0.680127,0.489758,
-0.497624,0.583552,
0.969102,0.583908,
2.92311,0.274293,
1.74808,-1.44968,
2.08132,0.561895,
0.831895,1.73593,
1.63216,-0.311205,
1.34927,0.209294,
1.23847,-0.449136,
0.725577,1.44553,
0.890871,0.430288,
-0.462089,2.09552,
1.17814,2.17205,
0.215791,0.839236,
3.35583,2.99993,
1.22242,1.37736,
0.0342618,0.239171,
-0.0575919,0.1783,
1.54352,0.809273,
-0.394267,0.860064,
1.47538,1.31584,
-0.150815,1.97903,
2.60763,2.63977,
2.6883,0.255399,
2.01222,-0.164462,
0.00978827,1.41629,
2.07093,1.19128,
0.4773,0.202567,
-0.791035,1.64846,
0.755217,1.42964,
1.04856,0.308982,
0.349431,0.504499,
-1.51001,1.66777,
0.0822971,2.01601,
2.62796,0.420969,
1.98656,1.09536,
2.3198,-0.709161,
-0.337999,1.65163,
-0.828293,2.05714,
0.8582,0.996848,
1.69165,-0.599044,
1.21443,2.62579,
-0.0129471,0.753769,
2.25475,0.416763,
-0.520467,-0.491123,
1.04048,1.03536,
0.688942,1.23174,
-0.0367259,0.346336,
-0.494329,3.1069,
0.527894,0.0724671,
1.09383,-0.141229,
0.0280775,0.302194,
2.08663,2.14885,
0.09894,0.504607,
1.33042,2.93609,
-1.08953,0.234849,
1.92549,0.292454,
0.800641,0.237914,
1.71466,3.75497,
1.28461,0.858242,
0.553114,-0.852102,
1.2228,0.625005,
0.920595,-0.564052,
0.59084,1.31291,
0.115827,-0.298291,
0.910664,1.52651,
-0.36347,1.76239,
0.125051,1.84319,
0.785696,-0.208515,
-0.190631,0.450129,
-0.178554,0.925721,
2.05029,0.305065,
0.191859,1.06948,
1.02918,0.41187,
-0.168625,2.40205,
1.36552,1.7736,
2.24499,0.832156,
1.32215,2.51796,
1.28325,-0.343436,
0.717288,0.0194525,
2.4369,0.891931,
1.67945,-0.0775193,
-0.109739,1.10764,
1.51793,2.82021,
0.832686,-0.408357,
0.677642,2.06915,
1.22623,2.50607,
2.24282,-0.644562,
1.54725,0.180238,
0.0951359,0.830664,
1.18596,2.66538,
1.59898,-1.30227,
1.92048,0.29503,
2.22883,1.99311,
0.181608,0.10784,
0.355294,0.556816,
0.361155,1.50868,
0.37008,-0.079971,
-0.148935,2.21199,
1.64639,-0.810753,
0.717082,1.42394,
1.51823,1.37542,
0.579259,0.992334,
1.95318,-0.841444,
2.43223,2.46589,
1.65814,1.04928,
0.935541,2.58312,
1.87318,0.691035,
0.962712,1.19782,
1.28848,1.04593,
0.50563,0.725958,
1.54862,0.516395,
0.665092,0.264799,
1.57065,1.93747,
-0.662791,-0.568226,
0.552187,1.0415,
2.55179,3.04333,
1.31418,1.12622,
0.868093,0.884068,
0.194198,0.33109,
0.762821,2.44743,
1.36905,0.499832,
1.47559,0.220805,
-0.639587,1.09241,
1.29383,1.2094,
-0.0195166,0.720693,
2.45699,2.02513,
1.25083,1.3738,
1.99984,-0.0780103,
2.07284,1.97113,
0.921818,-0.275951,
2.03746,-0.960065,
1.48498,0.555199,
2.27689,0.734773,
0.339168,0.394891,
2.15549,-1.32074,
1.98249,1.24915,
1.74179,2.50536,
-0.939816,2.00415,
0.0999976,0.865968,
1.6426,1.56769,
-0.469472,2.39657,
0.32554,0.872687,
1.20337,1.0356,
0.36083,0.421573,
1.77675,1.03296,
1.14265,0.401829,
-0.176047,0.239893,
1.95987,0.163404,
1.8907,0.631465,
0.714369,1.90071,
2.83226,1.86356,
-0.537895,0.638769,
2.70737,0.853009,
2.29874,0.977374,
0.745455,-0.0791523,
-0.203169,1.40113,
0.796417,2.69948,
0.693805,1.65805,
2.03459,1.42224,
0.811002,1.17634,
1.38085,1.34776,
-1.56473,2.27451,
-0.30886,1.8402,
1.62439,1.67466,
0.892053,0.400317,
2.14495,-0.721432,
0.266832,1.53891,
2.29191,1.15729,
2.42608,2.64234,
1.53191,1.56207,
1.27422,-0.71058,
0.0485544,-0.15511,
0.903843,-0.160697,
1.36522,2.30102,
0.785502,2.00457,
-0.295846,2.80529,
2.73317,-0.1259,
-1.25591,1.25424,
0.351243,0.887669,
-0.37205,0.470119,
1.67607,1.31975,
1.3773,1.70354,
-0.449488,0.452624,
1.17043,2.85321,
-0.231018,0.388752,
0.77114,1.02522,
0.650145,0.49738,
2.88847,-0.215925,
1.42863,0.580009,
-1.05054,-1.00671,
0.372156,2.14758,
0.209972,1.57261,
1.85761,1.41945,
-0.242788,3.30174,
1.42786,2.50521,
3.06231,2.06239,
1.38387,-1.25939,
2.37555,1.39299,
1.67917,0.141795,
-1.53002,2.14843,
1.993,-0.67047,
0.286687,1.96843,
-0.946641,1.77256,
-0.0691395,-0.282812,
2.19656,1.36081,
-0.827642,0.201457,
0.425256,0.380508,
1.51673,-0.909534,
-0.334637,1.19192,
-0.139883,1.87054,
-0.257361,3.42031,
0.0866137,1.53097,
1.20169,0.658848,
2.32531,2.18709,
0.521527,0.181322,
2.49704,-0.528816,
0.980169,0.949913,
0.594735,0.631763,
0.750114,0.373,
-0.996169,-0.909132,
-1.15282,3.01265,
0.543952,2.13447,
-1.50075,0.332018,
1.78739,2.02583,
0.516272,0.656164,
1.79647,2.10702,
-0.243301,1.98603,
0.848621,0.0340803,
0.794706,-0.180549,
1.45525,1.97,
2.2559,0.0687969,
1.13404,0.660148,
1.65065,0.100225,
0.231153,0.331205,
-0.43986,2.28022,
2.07792,1.84084,
1.53237,0.85991,
0.529074,0.620744,
3.05341,0.66402,
0.576626,-0.152882,
0.0310228,1.5873,
1.42934,1.35346,
2.42002,1.08128,
0.207316,0.910686,
1.84154,1.36124,
-0.0724075,1.04109,
2.16968,-0.0517375,
2.28955,-0.0909159,
1.43338,1.55128,
1.04935,1.664,
1.59394,2.42338,
0.497813,1.68499,
-0.188005,0.804669,
0.394556,0.947547,
1.34008,1.60654,
2.08102,1.90113,
1.47279,0.954995,
-0.442115,0.77747,
1.98257,3.58997,
0.136435,-0.504911,
2.61059,1.21092,
-1.67897,1.34869,
1.38763,0.0124987,
2.07679,1.94289,
1.29507,0.0376955,
-0.727423,0.62037,
1.16854,0.859497,
1.64691,2.15995,
1.73559,0.942788,
2.92729,1.44066,
1.83573,2.21707,
0.69409,0.0498524,
1.20172,2.34976,
0.51121,1.04261,
0.807988,0.878567,
0.88701,3.22977,
2.08784,0.631326,
1.51784,3.72653,
1.24099,1.65893,
1.74794,0.0948102,
0.601899,-0.707088,
1.77259,2.00082,
0.285111,-0.629866,
2.44775,2.08071,
0.148334,1.65826,
1.3154,1.83827,
0.364056,0.669281,
2.88683,2.73458,
1.04044,0.0385278,
1.50702,0.637491,
1.26907,-0.88152,
0.712587,-0.0136193,
1.12346,1.83701,
1.85371,1.86924,
-0.734675,3.26516,
1.21887,-0.776139,
2.02674,-0.344824,
0.720811,1.59556,
1.40079,1.41435,
-1.16994,1.30474,
-0.529486,1.63265,
0.23896,2.54397,
0.131836,0.764982,
1.64286,-0.0888956,
1.14388,2.82383,
3.24892,1.64737,
-0.207434,-0.431893,
1.23721,0.715646,
0.890774,0.387604,
0.87282,2.01147,
1.18716,-1.04894,
-0.236774,-0.552048,
0.654069,-0.626442,
0.294975,1.77938,
1.45545,1.12074,
1.01541,-0.316514,
1.45016,0.156375,
0.288117,0.818428,
1.77927,-0.287151,
0.569294,2.28943,
2.06103,1.21316,
1.32215,1.49647,
0.770437,0.0931103,
2.893,0.565198,
0.906717,1.47823,
-0.461601,1.03186,
0.781168,2.25034,
1.89933,0.962589,
-0.0316296,-0.577207,
3.12154,0.168999,
-0.167797,1.18593,
0.789824,-0.103298,
1.10278,0.776358,
1.22333,-0.609026,
1.09836,1.61423,
2.484,0.79105,
-0.877113,1.96763,
1.75207,1.00529,
2.02631,-0.366167,
1.27805,-0.391789,
0.664708,1.26729,
2.54078,-0.501799,
1.80036,0.144548,
4.03671,1.32742,
1.02785,0.820808,
2.7541,-0.505802,
1.58172,2.75758,
0.132627,0.872445,
1.54364,0.906795,
2.29247,0.654858,
0.487131,3.57161,
-0.912501,-0.285133,
2.18599,0.440171,
1.82796,1.63897,
0.731843,1.77001,
0.337433,1.36965,
1.29834,3.10884,
-0.378388,2.36998,
3.30934,0.663214,
1.89493,1.24648,
-1.51872,3.99228,
1.22638,1.03155,
2.41035,0.800841,
0.624275,0.268854,
0.117626,0.64789,
-0.279638,1.51497,
2.12968,2.45243,
1.22344,-0.226288,
-0.236603,2.35508,
1.44502,0.465898,
-1.57329,1.02504,
0.0528275,0.76929,
0.82953,1.70634,
1.62671,-0.105001,
2.00423,1.25052,
0.823768,1.81895,
1.19925,-0.240436,
0.782052,2.21692,
1.75165,1.76879,
2.05517,1.48846,
1.33161,1.28877,
0.818732,0.207752,
0.987969,0.7377,
0.0254341,0.568645,
2.26916,-1.95198,
1.59645,3.55717,
0.912256,1.14029,
-0.022132,0.790992,
0.811448,2.04221,
-0.189712,0.368752,
2.34261,1.11683,
-0.801291,0.84384,
0.200293,0.560599,
1.16821,1.49425,
1.8407,1.59204,
1.27415,1.3981,
0.0328134,1.99063,
2.01607,2.07892,
2.07459,1.26278,
2.02877,2.21904,
2.50049,0.352583,
0.392961,1.88074,
0.921384,-0.254601,
1.31513,0.764616,
0.569239,1.76521,
1.31274,0.541078,
0.160071,-1.27152,
1.33693,1.23234,
2.61608,1.28195,
0.306426,-0.0141573,
1.61793,1.59286,
3.0067,1.76498,
1.00713,0.662296,
0.31032,1.29693,
-1.12761,-0.777504,
-0.74486,0.308179,
1.94629,-0.00709188,
3.10121,1.608,
1.31922,1.65421,
1.61994,0.726237,
0.872372,1.48413,
-0.203596,2.51301,
-0.305281,0.832642,
0.0818835,-1.33384,
0.829645,0.159579,
0.714223,1.56132,
3.60098,1.2243,
1.45411,1.97262,
-0.299886,1.26946,
0.965596,1.93898,
1.07769,0.419203,
1.05935,2.13707,
1.14123,1.07752,
2.48264,-0.180295,
0.339467,-0.0576221,
0.668465,-0.245329,
0.601533,0.351674,
-0.451857,1.52547,
0.126094,-0.846037,
1.62192,1.0704,
0.239925,-0.19583,
1.71344,-0.453116,
0.268065,2.51834,
1.35874,0.810798,
2.21506,2.70058,
2.21716,0.125589,
0.392969,1.90073,
0.335706,1.04115,
2.42198,0.781528,
0.752696,0.284308,
1.33609,1.6254,
0.136641,0.2879,
1.40616,0.798174,
1.63515,0.583598,
2.50259,-0.333552,
1.31398,1.95403,
0.602363,0.384421,
0.69041,1.13277,
1.21542,-0.00944233,
0.785907,1.18868,
0.207754,0.865672,
2.47218,0.532471,
-0.990735,0.730534,
0.779169,1.23591,
2.6165,0.727907,
-0.819845,1.00572,
1.54413,-0.583581,
1.736,1.7572,
0.478743,1.40016,
1.14051,-0.683568,
1.1128,2.33165,
-0.891679,1.56875,
1.84768,-1.215,
1.23366,1.19602,
1.49932,1.24531,
1.04818,-0.273698,
-0.0341451,2.70042,
2.42941,0.655264,
1.55273,3.18081,
0.730178,-0.503503,
2.14158,1.23716,
2.17078,0.0846648,
0.653871,1.07609,
2.08243,0.272185,
2.16055,2.0149,
2.3768,1.07867,
0.797889,0.865197,
1.15629,-0.132154,
2.21468,1.79657,
1.07934,1.18781,
1.24887,1.47658,
1.50136,2.42344,
0.839236,1.21106,
0.25718,1.31711,
0.184641,1.80157,
0.319784,0.138668,
0.628472,0.637432,
0.313159,0.762733,
0.256309,0.628047,
-0.0515904,1.18978,
0.968586,1.5011,
1.12305,2.17142,
-0.475198,1.00103,
0.883325,-0.142078,
1.1605,-0.046231,
0.969347,2.02308,
1.3025,1.32118,
0.565287,1.86927,
3.38624,0.931023,
-0.0176249,1.04372,
0.374799,1.48547,
0.337113,0.743422,
-0.292147,0.192702,
0.651394,1.49268,
0.997455,0.402288,
1.2259,1.91741,
0.652509,-1.47317,
-0.210897,-0.0544459,
0.635317,2.41315,
0.244741,0.585265,
-0.281851,1.15373,
2.79425,1.25038,
-0.106861,-0.642236,
1.57775,2.03225,
1.31461,0.761652,
0.847291,-0.218408,
1.06434,-0.267127,
0.484513,1.09315,
-0.826773,-0.361864,
1.43449,2.10869,
1.94363,0.662385,
0.508477,0.297494,
0.011966,1.37073,
1.47283,0.48448,
0.089269,0.763544,
0.00482714,1.08941,
1.65567,1.55881,
1.59473,0.142582,
1.36517,1.00724,
0.547138,0.366111,
1.69174,3.04826,
0.18067,0.42246,
2.39439,0.414289,
1.62993,-0.686914,
1.9203,-0.318634,
0.470671,0.526182,
-0.630594,2.20786,
0.714105,1.45736,
0.423203,0.508951,
1.57494,0.0344128,
1.62174,-0.105292,
0.114959,1.84326,
1.06903,-0.556387,
0.0785698,1.60118,
1.38104,1.20324,
1.22343,0.854138,
0.28713,2.93124,
0.929165,2.46442,
0.792006,2.42458,
2.26218,-1.11892,
-0.75421,0.952205,
1.83144,0.560864,
2.68859,0.182806,
0.500805,0.788498,
1.51307,1.0749,
1.32997,1.22701,
0.34925,1.54047,
-0.690024,1.23487,
1.39477,2.4922,
0.16346,0.445266,
2.00923,2.638,
1.56282,1.43378,
0.46962,0.37562,
1.60209,2.27758,
0.0742037,1.72588,
1.25439,0.73324,
1.26791,0.323347,
0.814588,1.50934,
2.95102,1.81276,
1.71884,1.51864,
1.00961,1.40637,
0.676308,1.48831,
0.460806,1.20975,
-0.32589,0.413374,
1.13731,2.57545,
1.10948,-1.24028,
2.2366,1.19438,
0.149155,2.08101,
2.26408,2.30453,
-0.66972,0.542548,
1.92647,1.56533,
0.679668,2.77394,
1.2281,0.959637,
1.76403,-0.448771,
0.75296,1.83937,
1.00254,1.76183,
0.401112,0.168676,
1.08984,-0.1208,
1.1467,0.156009,
1.84949,1.14288,
1.87706,0.524504,
0.366195,1.63229,
1.65189,1.87632,
1.75864,1.70609,
0.589653,1.36597,
0.0467355,3.2221,
1.67946,-0.358948,
1.09206,0.351015,
2.19334,1.16784,
0.936733,1.19342,
1.10259,1.19418,
1.54389,0.278367,
1.98024,1.27735,
2.90225,1.77036,
2.27652,1.32182,
3.09383,0.221835,
0.626884,0.872574,
0.626124,-1.06856,
-0.314394,0.453885,
1.39818,1.04354,
2.15712,2.11262,
-0.0901204,0.882319,
0.766914,2.8796,
1.38631,-0.4493,
-0.581893,1.99126,
-0.491374,0.452399,
0.653579,1.81985,
0.676932,0.749639,
1.81134,0.806009,
3.33689,2.00198,
1.46455,1.60344,
0.158221,1.51305,
0.143676,1.76389,
2.05131,1.92421,
1.51852,0.733634,
1.95444,0.221542,
0.559309,-0.783058,
0.237989,-0.427929,
1.87634,2.67215,
0.136999,0.446671,
1.28252,1.95053,
1.76252,1.46705,
1.62448,1.15784,
1.81421,0.200378,
-0.341125,-0.472618,
1.25889,1.5678,
0.868653,-0.98699,
-0.370018,0.877065,
1.84295,-0.022842,
1.24269,1.21858,
0.487898,0.786085,
-0.388395,-0.53016,
0.709309,0.572188,
0.557963,2.54676,
2.74902,-0.00669634,
1.60474,-0.106247,
0.528218,1.0577,
2.70158,3.08455,
1.73878,1.02023,
1.50122,2.20686,
1.6884,2.11527,
-0.365158,1.06098,
2.10316,1.96903,
-0.660416,1.08781,
1.9364,2.10094,
-0.427062,1.53366,
0.191336,2.60241,
1.66602,0.145847,
2.52481,0.648142,
-0.348301,1.19939,
1.72078,2.11472,
0.980702,2.47424,
1.45158,2.33835,
1.1922,1.33438,
0.640728,2.07781,
0.762363,1.45331,
0.93249,1.74458,
1.01148,-0.426952,
-0.851286,1.27526,
1.44398,0.239353,
-0.231392,1.08901,
1.10436,1.27388,
0.763828,-0.152661,
2.10873,1.60402,
2.3169,1.36084,
0.0571179,-0.462126,
-1.23739,2.74187,
0.315905,1.13616,
1.08289,0.198502,
1.85184,1.04014,
0.599149,3.49578,
0.646671,1.04089,
1.86324,2.38336,
0.281324,1.4109,
2.47467,0.828806,
1.22943,-0.607626,
0.679344,1.43662,
-0.0555382,1.40579,
1.37365,2.19681,
0.427567,-0.248936,
1.62489,0.791561,
1.37477,1.38431,
0.358236,-0.510225,
0.192228,0.690214,
0.453778,1.83198,
-0.624117,2.25398,
-0.225739,1.25516,
0.301601,0.829239,
2.3114,0.955064,
0.866564,1.30134,
1.69741,1.69803,
-1.23529,1.78356,
0.438093,0.0485278,
0.077378,-1.00614,
0.432999,0.424453,
2.04022,-1.83351,
0.425703,1.75225,
0.0820852,0.615372,
-1.52852,-0.116622,
1.29201,1.29672,
0.506085,0.907002,
1.43372,1.74629,
0.126435,1.45098,
0.985412,2.66852,
2.12609,1.549,
1.51896,1.91703,
2.17704,-0.050545,
1.10261,2.90894,
1.17881,2.09695,
1.12264,-0.0715556,
-0.0566145,0.0553491,
0.596004,0.207446,
0.353438,0.0824762,
-0.895733,0.806625,
-0.308006,1.18192,
0.928581,1.6292,
2.9354,0.845476,
1.26072,0.251012,
-0.0263438,1.43499,
0.480134,2.94467,
-0.985397,-0.489258,
-0.0815434,-0.959178,
1.45738,0.636312,
1.86172,2.21468,
1.89258,1.31863,
1.95327,-0.322793,
1.50709,1.48006,
-0.607535,0.867566,
-0.490604,3.93201,
1.35367,1.21485,
0.894275,-0.611328,
3.55994,1.80089,
2.62633,0.950575,
1.14287,0.729096,
-0.0209619,2.37343,
1.80494,-0.0342226,
1.35521,-0.153085,
1.90348,2.09321,
2.36866,0.365618,
1.66963,1.12769,
-0.0227263,-0.753895,
2.39084,1.45514,
3.15821,1.46271,
0.0415492,1.10695,
0.399929,0.161071,
3.39338,1.13188,
0.987145,0.704787,
2.16932,1.65735,
-0.650486,1.05585,
1.46966,2.07159,
1.56103,1.10243,
0.115156,1.03498,
2.77076,-1.50398,
0.647059,0.738147,
0.220915,1.84572,
1.22886,1.14151,
2.519,-0.186907,
1.54603,1.12517,
-0.00516129,1.86313,
2.28033,1.81327,
0.594987,0.785417,
2.40091,1.39587,
2.90555,4.00929,
0.130554,1.07864,
0.400614,2.06658,
1.08739,2.8612,
0.913601,2.92639,
2.96079,1.01941,
2.49706,0.79246,
2.51224,1.29253,
1.91567,-0.838417,
1.11011,-0.547001,
1.63593,1.0142,
1.50047,0.291145,
1.46452,0.807483,
1.39477,2.2914,
0.0224594,0.685549,
1.02221,-0.389913,
-0.906327,0.0786045,
1.71186,1.80065,
2.08397,1.48587,
0.517851,-0.814669,
-0.243627,0.178117,
0.200005,0.0129468,
1.36529,1.04239,
1.25146,0.748544,
2.20378,0.430707,
-0.307641,-0.49553,
0.65557,1.73363,
0.627635,0.721587,
0.16342,0.85717,
1.37991,1.37737,
2.1324,0.269519,
-1.55683,1.30239,
0.504637,-0.156209,
1.06666,2.63752,
2.61041,0.658076,
1.05471,-0.204757,
1.85226,1.96665,
0.22009,0.751717,
0.722939,1.26891,
0.771566,0.934603,
-0.0899141,-0.470844,
0.385066,0.83411,
0.366175,1.30828,
0.61558,0.887145,
0.851511,1.1182,
0.571567,0.565117,
1.32408,3.02686,
0.993053,3.03643,
0.523601,0.192937,
0.80681,0.390337,
0.186588,2.64364,
1.88589,1.92135,
1.19192,1.59854,
0.610347,0.805368,
1.44652,0.904968,
-0.0580956,0.599012,
-0.272962,3.08061,
0.302784,1.94485,
1.47238,0.0413795,
1.28942,1.00206,
1.22783,-0.331138,
-1.57664,1.24761,
2.59284,0.134443,
0.597408,2.36767,
-0.280865,1.67829,
1.83133,2.16602,
1.60765,0.798764,
2.64814,0.939453,
0.117964,0.0380705,
1.36063,2.09462,
1.41773,0.667456,
2.07388,1.33136,
-0.717503,-0.101279,
-0.194525,1.10756,
0.235815,1.47416,
1.1251,0.862142,
2.646,0.662499,
1.15026,1.41953,
1.41069,-0.690018,
1.04265,2.29227,
-0.0386751,0.352784,
-0.282922,1.46519,
2.26445,-0.683884,
0.898667,1.04003,
0.974251,3.31003,
0.785403,3.06747,
1.60201,0.24502,
0.908753,-0.33016,
0.658616,1.56628,
1.41962,-0.56644,
-0.296488,-0.961124,
-0.408336,2.6909,
-0.810948,1.20272,
2.07285,0.00476325,
0.218297,1.54008,
-1.06931,1.41633,
1.54794,-0.219707,
1.56134,0.976672,
1.37222,0.5254,
2.62888,0.947618,
3.33985,3.24996,
1.91989,1.93113,
1.40453,0.459814,
-0.212742,0.224798,
1.29501,-1.00124,
2.31435,0.244988,
1.74458,-0.127465,
1.34601,0.906511,
1.13387,2.79436,
0.358706,1.14071,
-1.37482,1.76287,
1.07473,1.57275,
-1.23154,1.82446,
1.15636,0.923422,
0.745069,0.969606,
1.79066,1.09328,
1.27522,-0.933591,
1.69448,0.220982,
1.39127,1.55209,
-0.0485024,0.682169,
0.354658,1.21704,
2.22386,1.10085,
2.14584,1.30627,
1.09547,0.818458,
2.40434,0.464339,
2.60809,-0.993658,
0.524067,1.63135,
0.532361,1.7968,
0.697718,0.0801322,
-0.153532,0.382058,
2.70414,1.25372,
1.96475,0.565039,
0.687265,0.768537,
1.11351,2.52251,
-1.00359,-1.21034,
-0.373366,1.18614,
1.73618,-1.40395,
1.74147,1.2855,
0.856026,-0.421277,
-0.118959,1.59551,
-0.0918585,2.24364,
0.212906,2.02626,
2.34043,-0.121994,
0.0522948,1.92669,
1.70962,-1.59874,
-0.866616,0.713514,
1.79828,0.924208,
0.128439,-0.415259,
1.60897,0.0799142,
2.46685,0.325122,
2.34127,1.40218,
1.09421,1.2337,
0.237892,-0.803302,
-0.122129,0.697692,
0.898288,1.20963,
-0.342897,-0.917252,
0.47668,1.20406,
1.54803,-0.118715,
1.146,1.25016,
1.88385,-0.636138,
1.26557,0.928622,
1.31476,0.524227,
1.10034,0.359508,
-0.119939,1.50732,
0.709545,2.0391,
0.703534,1.35506,
1.09777,1.53415,
-0.899973,0.831424,
1.92083,3.34309,
-0.578563,0.795652,
-1.05309,0.946005,
0.549444,1.38299,
0.656643,1.19973,
1.55884,-0.359319,
1.47491,1.12249,
-0.439953,1.6356,
0.539176,0.522837,
0.69521,0.00290716,
-0.0698584,-0.128953,
1.51858,0.0423784,
-0.511367,1.08849,
0.5108,-0.535593,
